Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_biotype
ENSG00000137962	373.219240143601	2.26716371933656	0.114833516493781	19.7430487941152	9.20524267240935e-87	7.0364874987897e-83	ARHGAP29	protein_coding
ENSG00000175832	117.665719655333	3.58421749920251	0.226351003928965	15.8347762412723	1.79095108443421e-56	5.47601203576604e-53	ETV4	protein_coding
ENSG00000104369	89.5285211591561	2.4175917187503	0.154919539028994	15.6054667726441	6.68192381525659e-55	1.70255418812738e-51	JPH1	protein_coding
ENSG00000060982	3581.73842533444	1.42614690678413	0.092113688862006	15.4824643807352	4.55677364881869e-54	9.95199364902001e-51	BCAT1	protein_coding
ENSG00000244716	111.018908425804	2.73841529160533	0.197094811581829	13.8938984219196	6.89765466376459e-44	1.05451344499633e-40	BX679664.3	processed_pseudogene
ENSG00000230383	42.2931896315444	3.56088067575741	0.256630752456618	13.8755026109326	8.91658720506016e-44	1.239243501736e-40	AC009245.1	processed_pseudogene
ENSG00000232956	216.819616364869	1.15642752383328	0.0865137084496233	13.3669859327168	9.42845818542244e-41	1.10878668260568e-37	SNHG15	lincRNA
ENSG00000166145	185.491232705919	2.91830803195021	0.229605785687763	12.7100805548461	5.19808672885048e-37	5.67631070790473e-34	SPINT1	protein_coding
ENSG00000196517	116.565028135614	2.18924923689339	0.177735590954221	12.3174498992566	7.29652398811203e-35	7.43661724868379e-32	SLC6A9	protein_coding
ENSG00000229814	46.0180287236802	2.68341353404912	0.220784376024044	12.1540010320154	5.46254166456049e-34	4.91243158634122e-31	RPL35AP21	processed_pseudogene
ENSG00000158747	121.619331537326	2.24199175842502	0.185989875831842	12.0543752631571	1.83921742913391e-33	1.2780889116636e-30	NBL1	protein_coding
ENSG00000058085	74.468781417716	2.17248308948079	0.186021243175632	11.678682780491	1.63814340486309e-31	9.63228322059495e-29	LAMC2	protein_coding
ENSG00000163584	174.954429899349	1.27182738138199	0.11061698908949	11.497577287636	1.35670195133778e-30	7.68194793779704e-28	RPL22L1	protein_coding
ENSG00000159399	468.095203668781	1.43946811984497	0.130169254579786	11.0584340710245	1.99550917156866e-28	8.71638406141189e-26	HK2	protein_coding
ENSG00000120254	562.480339877975	1.73532664858459	0.15863900733212	10.9388395563493	7.5155693540608e-28	3.19161178569115e-25	MTHFD1L	protein_coding
